Tag	dynamicColors	mergedColors
NANP	greenyellow	greenyellow
TMCO4	yellow	cyan
MEIS1	turquoise	turquoise
RRAS2	grey	grey
BHLHE22	turquoise	turquoise
TRIM2	green	cyan
ILDR1	grey	grey
SHANK2	yellow	cyan
MAPK7	black	cyan
OSBPL8	blue	cyan
PCDHB10	turquoise	turquoise
RHBDD2	grey	grey
RPS3A	grey	grey
AKAP7	grey	grey
KIF1C	black	cyan
PPFIA1	green	cyan
ANKEF1	greenyellow	greenyellow
ARL4D	turquoise	turquoise
MAGED1	grey	grey
RHBDL2	grey	grey
URB2	green	cyan
GPR4	purple	turquoise
XRCC3	black	cyan
POLK	salmon	cyan
SAP130	yellow	cyan
TMEM238	grey	grey
UNC93B1	grey	grey
BEX1	turquoise	turquoise
MYD88	yellow	cyan
ALG1	yellow	cyan
SYNGR1	turquoise	turquoise
LEPROTL1	green	cyan
UNC45A	yellow	cyan
HS3ST1	grey	grey
TMCO3	yellow	cyan
ACSS1	grey	grey
GLB1L2	brown	brown
MBD3	black	cyan
OLFM1	turquoise	turquoise
ABHD17C	turquoise	turquoise
CCNL2	tan	tan
IGSF21	pink	turquoise
APBA3	black	cyan
SLAMF8	magenta	magenta
PACS2	black	cyan
SLC51B	grey	grey
PLEKHH1	green	cyan
ATP8B1	green	cyan
NCAM1	turquoise	turquoise
EDNRA	pink	turquoise
ULK2	turquoise	turquoise
LTBP4	turquoise	turquoise
PAPPA	purple	turquoise
ZNF90	grey	grey
MCM2	brown	brown
KRT20	grey	grey
PITPNM3	turquoise	turquoise
APOL6	lightcyan	lightcyan
UCHL5	brown	brown
PGRMC1	green	cyan
LYL1	red	magenta
MTSS2	turquoise	turquoise
DALRD3	black	cyan
CRTC1	yellow	cyan
TAF9	brown	brown
ARFIP2	green	cyan
WAPL	blue	cyan
CMTM1	yellow	cyan
ZNF888	green	cyan
SLC2A9	yellow	cyan
DNAJA1	green	cyan
TMEM267	green	cyan
TLE2	turquoise	turquoise
TSPAN4	pink	turquoise
MPDU1	brown	brown
VCPIP1	blue	cyan
NSMCE3	turquoise	turquoise
MED30	brown	brown
COX6C	turquoise	turquoise
RPP21	brown	brown
ITPKC	cyan	cyan
LARP6	turquoise	turquoise
KIF18A	brown	brown
ZNF718	blue	cyan
TXN	turquoise	turquoise
AIM2	red	magenta
GPAT4	yellow	cyan
CDK14	turquoise	turquoise
RGS7BP	turquoise	turquoise
VDAC2	brown	brown
PCDHB5	turquoise	turquoise
VKORC1	pink	turquoise
NQO1	grey	grey
HSD17B14	pink	turquoise
STXBP2	turquoise	turquoise
ST3GAL2	purple	turquoise
PLA2G7	magenta	magenta
CCN6	grey	grey
GPBP1	salmon	cyan
EIF2S3	brown	brown
WIPI1	grey	grey
TNFAIP8L1	turquoise	turquoise
TNKS2	blue	cyan
GRHPR	yellow	cyan
NRTN	turquoise	turquoise
CEBPA	grey	grey
BCL2A1	magenta	magenta
PYHIN1	red	magenta
NRCAM	grey	grey
STN1	grey	grey
NR4A1	grey	grey
PRXL2A	grey	grey
STK33	turquoise	turquoise
IKZF4	blue	cyan
LARS2	green	cyan
EVI2A	magenta	magenta
HSPA4L	blue	cyan
WDR54	brown	brown
ZSCAN12	blue	cyan
TFIP11	black	cyan
ANKRD33B	red	magenta
SLC38A10	black	cyan
CARD10	yellow	cyan
MYO1A	grey	grey
TBC1D20	greenyellow	greenyellow
EIF3A	yellow	cyan
ARSD	grey	grey
CRELD1	yellow	cyan
GJB3	grey	grey
HIP1R	yellow	cyan
PATZ1	black	cyan
P4HB	black	cyan
SHLD2	blue	cyan
NOL11	brown	brown
PICK1	brown	brown
FAM161B	blue	cyan
MSH2	brown	brown
B3GALNT2	blue	cyan
ESPN	grey	grey
AGER	tan	tan
FRY	turquoise	turquoise
KCNK15	grey	grey
ZNF48	cyan	cyan
NUP93	brown	brown
NDRG1	grey	grey
TRIM17	blue	cyan
VPS13A	blue	cyan
TCF15	turquoise	turquoise
FAM120B	blue	cyan
YIPF3	black	cyan
ANKRD17	blue	cyan
C8orf33	midnightblue	midnightblue
RNF2	green	cyan
CLCF1	grey	grey
ZC3H11A	blue	cyan
RPL29	grey	grey
NDUFS7	grey	grey
ADAM33	turquoise	turquoise
PLPP1	turquoise	turquoise
PLEKHG5	yellow	cyan
SPHK1	pink	turquoise
DCLRE1B	brown	brown
BTBD1	green	cyan
DAXX	black	cyan
BTNL8	grey	grey
KLF11	blue	cyan
FGD5	purple	turquoise
HIST1H4C	grey	grey
DEAF1	black	cyan
PROS1	turquoise	turquoise
MTA1	black	cyan
SSR3	green	cyan
TMEM204	purple	turquoise
TESK1	yellow	cyan
ATM	blue	cyan
VMA21	green	cyan
DCAF6	blue	cyan
XCL2	red	magenta
MRPL23	turquoise	turquoise
SEH1L	green	cyan
BTRC	blue	cyan
MEF2C	purple	turquoise
MAPKAPK2	black	cyan
ABCB7	green	cyan
SLC45A1	turquoise	turquoise
SPAG9	blue	cyan
HSP90B1	brown	brown
EFNB2	blue	cyan
CKB	turquoise	turquoise
PBLD	grey	grey
MTFR1	brown	brown
SFT2D1	brown	brown
HINT3	blue	cyan
COLQ	turquoise	turquoise
UCHL3	turquoise	turquoise
DMBT1	grey	grey
PDIA6	brown	brown
THBS3	turquoise	turquoise
FGFBP2	grey	grey
DEPTOR	grey	grey
PTGES3	brown	brown
IQGAP2	grey	grey
MARCH1	red	magenta
ANKS1A	blue	cyan
SLAIN2	blue	cyan
CPNE8	turquoise	turquoise
SIGLEC6	turquoise	turquoise
UBE2I	black	cyan
NID2	pink	turquoise
FKBPL	brown	brown
ZNF513	black	cyan
ADHFE1	turquoise	turquoise
HLA-DPB1	magenta	magenta
LRP12	pink	turquoise
REPIN1	black	cyan
CD53	magenta	magenta
MYO15B	grey	grey
NOL10	brown	brown
MRAP2	grey	grey
SH2B3	red	magenta
HTR1B	grey	grey
SLC16A14	grey	grey
HLA-C	red	magenta
PNOC	red	magenta
AVEN	yellow	cyan
DBNDD1	grey	grey
GUCA2A	grey	grey
PAIP2	yellow	cyan
ITGA8	turquoise	turquoise
IL17RB	brown	brown
PIP5K1B	grey	grey
OLFM4	grey	grey
SCML1	green	cyan
MPPE1	yellow	cyan
PGBD1	turquoise	turquoise
SNRPG	brown	brown
ABHD3	grey	grey
PGPEP1	yellow	cyan
ZBTB14	blue	cyan
SDHB	brown	brown
UQCRQ	grey	grey
RHOB	turquoise	turquoise
MFNG	red	magenta
ZMIZ2	yellow	cyan
KMT2C	blue	cyan
CA2	grey	grey
EIF4E3	turquoise	turquoise
EPHX1	grey	grey
STUM	turquoise	turquoise
AHCYL2	salmon	cyan
AMOT	yellow	cyan
ZFP36	grey	grey
TTC28	turquoise	turquoise
COX8A	turquoise	turquoise
C6orf47	black	cyan
MARC2	grey	grey
THG1L	brown	brown
TUBB2B	grey	grey
ABCA2	yellow	cyan
TMEM223	midnightblue	midnightblue
PIGS	black	cyan
CD164	brown	brown
IDI1	green	cyan
MAP3K12	turquoise	turquoise
CD151	grey	grey
RC3H1	blue	cyan
CEACAM1	grey	grey
HYAL1	grey	grey
AIF1L	grey	grey
MTMR9	turquoise	turquoise
IBTK	green	cyan
DNAH14	grey	grey
METTL24	turquoise	turquoise
ADM2	grey	grey
CD84	magenta	magenta
SLC20A2	yellow	cyan
POLH	yellow	cyan
PNP	brown	brown
TRAK2	blue	cyan
KLHL22	black	cyan
SH3PXD2A	pink	turquoise
BARX2	grey	grey
DLST	black	cyan
TOMM20	green	cyan
HNMT	grey	grey
PSMG1	brown	brown
ZNF875	blue	cyan
LCLAT1	green	cyan
PTPN13	turquoise	turquoise
LPGAT1	green	cyan
ARHGAP44	yellow	cyan
PKN1	black	cyan
KRT7	grey	grey
RTP4	lightcyan	lightcyan
UBIAD1	black	cyan
MED20	green	cyan
MARCKS	pink	turquoise
SMYD5	brown	brown
SUV39H1	brown	brown
RETREG2	black	cyan
HYOU1	black	cyan
TMC6	yellow	cyan
TIMM50	brown	brown
CSNK1A1	salmon	cyan
SLC30A9	green	cyan
PAXX	brown	brown
SLC16A3	grey	grey
PAK2	green	cyan
TGFBI	pink	turquoise
SULT1B1	grey	grey
PLCD3	grey	grey
CHRAC1	midnightblue	midnightblue
PHIP	blue	cyan
KLHL21	yellow	cyan
DNMT3B	greenyellow	greenyellow
MX1	lightcyan	lightcyan
MRPL16	brown	brown
ZNF701	blue	cyan
MYADM	turquoise	turquoise
SPATA2	greenyellow	greenyellow
BCAN	grey	grey
C21orf58	brown	brown
LARS	salmon	cyan
IER5	grey	grey
HMGXB3	yellow	cyan
MRPS24	brown	brown
SRCAP	black	cyan
KCNE2	grey	grey
TMPO	brown	brown
CSGALNACT1	purple	turquoise
IRAK1BP1	blue	cyan
PRSS12	grey	grey
RGMA	turquoise	turquoise
TSEN54	brown	brown
LRP3	turquoise	turquoise
LBR	green	cyan
TMED7	salmon	cyan
DOP1B	yellow	cyan
C6orf89	blue	cyan
TSR3	black	cyan
NPIPB5	tan	tan
PNPLA7	grey	grey
RFC2	brown	brown
DDI2	blue	cyan
UBQLN2	blue	cyan
LY6G5B	tan	tan
ATE1	blue	cyan
WDR44	blue	cyan
BAZ2A	yellow	cyan
CEL	grey	grey
USP9Y	grey	grey
ZNF408	black	cyan
EPOR	grey	grey
ZNF586	blue	cyan
GSTO1	grey	grey
GGCX	yellow	cyan
GALNT6	grey	grey
DMBX1	brown	brown
LZTR1	black	cyan
DHX37	black	cyan
GNPTAB	blue	cyan
CLEC17A	red	magenta
TGFBR3	turquoise	turquoise
DNAJC5B	magenta	magenta
FOXP4	greenyellow	greenyellow
BCL2L10	grey	grey
MTCL1	turquoise	turquoise
GAPT	red	magenta
SPIN3	grey	grey
CRY1	blue	cyan
SKA2	brown	brown
NLGN4Y	turquoise	turquoise
TTC27	brown	brown
ZNF703	grey	grey
SP140L	lightcyan	lightcyan
CALD1	turquoise	turquoise
SNX9	blue	cyan
LGR5	grey	grey
APLN	brown	brown
MKNK2	yellow	cyan
ST3GAL3	turquoise	turquoise
TUBB	brown	brown
CACNA1D	blue	cyan
IP6K1	black	cyan
TRIM4	yellow	cyan
PHYHIPL	turquoise	turquoise
BPHL	green	cyan
NFE2L3	brown	brown
RARS	green	cyan
SURF4	brown	brown
IPO13	black	cyan
FKBP1A	greenyellow	greenyellow
SMPD4	black	cyan
TNFRSF18	red	magenta
MND1	brown	brown
AGFG1	green	cyan
ARID1A	yellow	cyan
C17orf78	grey	grey
RCCD1	brown	brown
HP1BP3	blue	cyan
ACY1	grey	grey
PGP	brown	brown
UBR4	yellow	cyan
PAOX	grey	grey
CNNM2	yellow	cyan
CCL5	red	magenta
HIST1H2BH	grey	grey
TAF1A	green	cyan
ZNF736	turquoise	turquoise
ZNF395	grey	grey
ZNF665	turquoise	turquoise
FKBP9	yellow	cyan
SGMS1	salmon	cyan
PPBP	grey	grey
HNF1A	greenyellow	greenyellow
USP1	brown	brown
ADAMTS2	pink	turquoise
TXNIP	turquoise	turquoise
SMAD1	yellow	cyan
ZNF724	green	cyan
SOCS2	turquoise	turquoise
TICRR	brown	brown
ZDHHC12	brown	brown
MRPL41	brown	brown
DLL4	purple	turquoise
NUDT16L1	black	cyan
ADGRE5	yellow	cyan
FMO1	pink	turquoise
CCDC91	grey	grey
CARNS1	grey	grey
SLC6A12	grey	grey
LRRC8B	green	cyan
SLC49A3	grey	grey
SMG9	cyan	cyan
HOXC8	grey	grey
CEACAM5	grey	grey
GAA	yellow	cyan
APBB1IP	red	magenta
NAP1L3	turquoise	turquoise
MEF2A	turquoise	turquoise
AP3M2	green	cyan
PAQR8	grey	grey
DAAM2	turquoise	turquoise
WNT6	grey	grey
ZNF384	yellow	cyan
MRPL3	brown	brown
C19orf54	yellow	cyan
SIN3A	yellow	cyan
NDUFB10	brown	brown
ADCY1	grey	grey
C6orf120	blue	cyan
WNT5A	pink	turquoise
TRPC1	turquoise	turquoise
VANGL2	turquoise	turquoise
PHKG1	turquoise	turquoise
FBXL14	black	cyan
UBASH3B	magenta	magenta
LSM8	brown	brown
BSPRY	brown	brown
PCP2	grey	grey
RRAGB	turquoise	turquoise
KLHL35	grey	grey
PIKFYVE	blue	cyan
TUBGCP5	blue	cyan
TOR1AIP1	turquoise	turquoise
STK17B	red	magenta
IREB2	blue	cyan
ABCC9	turquoise	turquoise
ATAD1	blue	cyan
RAB14	green	cyan
RFX7	blue	cyan
SLC16A11	grey	grey
NCAM2	turquoise	turquoise
RASL12	pink	turquoise
TRAF4	brown	brown
IL1RL2	grey	grey
PCP4	turquoise	turquoise
ZNF45	blue	cyan
DEXI	turquoise	turquoise
LMBRD1	blue	cyan
CBX2	brown	brown
CDKL1	blue	cyan
CMPK1	green	cyan
SEPTIN9	black	cyan
AP1B1	black	cyan
NPDC1	grey	grey
ZNF552	blue	cyan
YDJC	brown	brown
MALT1	blue	cyan
MRPL47	brown	brown
GALNT14	grey	grey
ZNF714	grey	grey
TNNI2	grey	grey
PLPP6	green	cyan
CHPT1	grey	grey
HYLS1	grey	grey
PRPF39	tan	tan
RLF	blue	cyan
HIST1H1C	grey	grey
BCL2L12	brown	brown
MICAL2	turquoise	turquoise
RPS16	brown	brown
TNFSF15	grey	grey
MT1G	grey	grey
CDKN2D	grey	grey
PIK3CB	green	cyan
MPEG1	magenta	magenta
GAN	blue	cyan
LIAS	green	cyan
C1QC	magenta	magenta
MRPS12	brown	brown
MRPS6	grey	grey
TGFA	grey	grey
GSTM3	grey	grey
LRRC8C	red	magenta
SLC39A1	black	cyan
RNF19B	yellow	cyan
FKBP7	pink	turquoise
HMGB3	brown	brown
SBF2	blue	cyan
OIP5	brown	brown
BMPR1A	turquoise	turquoise
CLEC11A	pink	turquoise
NAA10	brown	brown
CX3CR1	turquoise	turquoise
EPSTI1	red	magenta
MEDAG	pink	turquoise
HOXA6	grey	grey
C4orf19	grey	grey
HOXB8	grey	grey
NXT2	brown	brown
GRPEL1	brown	brown
CSNK1G2	black	cyan
BMPR2	blue	cyan
GALNT1	green	cyan
ST6GAL2	turquoise	turquoise
GOSR1	yellow	cyan
MAD2L1BP	brown	brown
CCR5	red	magenta
ORC6	brown	brown
TRIO	blue	cyan
ISOC1	salmon	cyan
GSDME	turquoise	turquoise
FAM20A	magenta	magenta
KLK1	grey	grey
MIPEP	green	cyan
NUP50	green	cyan
ANXA13	grey	grey
VPS37B	yellow	cyan
ARHGAP4	red	magenta
GPR153	turquoise	turquoise
TKT	brown	brown
CR2	red	magenta
DIS3L	blue	cyan
CLTC	yellow	cyan
SOWAHD	red	magenta
CYB5A	grey	grey
DCUN1D4	blue	cyan
RAB8A	yellow	cyan
B3GNT8	grey	grey
CMKLR1	magenta	magenta
CYSTM1	grey	grey
NBR1	yellow	cyan
TMEM41B	green	cyan
RIOK1	brown	brown
PPID	green	cyan
SESN3	turquoise	turquoise
CCDC149	turquoise	turquoise
PCSK6	yellow	cyan
MAP7D3	turquoise	turquoise
TGDS	green	cyan
RNF168	green	cyan
FCRL6	red	magenta
ZBTB39	yellow	cyan
KIAA1671	black	cyan
SFMBT1	green	cyan
PSAT1	brown	brown
KMT2B	black	cyan
ROBO3	grey	grey
MTCH2	brown	brown
RAB3IP	green	cyan
SMIM19	grey	grey
SNX33	yellow	cyan
LRRC75B	grey	grey
CDH2	turquoise	turquoise
SINHCAF	green	cyan
ZNF619	yellow	cyan
HIST1H2AD	brown	brown
PYCARD	grey	grey
IPO9	green	cyan
C1orf174	black	cyan
ARIH1	blue	cyan
RILPL1	turquoise	turquoise
ADGRE2	magenta	magenta
FANCL	tan	tan
CAMKMT	brown	brown
MTX1	brown	brown
GART	brown	brown
PHYH	grey	grey
CCM2L	purple	turquoise
SHANK3	purple	turquoise
MXRA8	pink	turquoise
BTBD2	black	cyan
PPP1R36	grey	grey
ATP2C1	green	cyan
CSF2	grey	grey
RASGRP4	magenta	magenta
SP5	grey	grey
EID2B	turquoise	turquoise
MAPK3	grey	grey
RGP1	yellow	cyan
OLFM2	pink	turquoise
CHDH	green	cyan
BAHD1	yellow	cyan
SMCR8	yellow	cyan
PIM2	red	magenta
CCN4	pink	turquoise
REL	blue	cyan
RAPGEF1	yellow	cyan
CEP78	green	cyan
CCDC88B	red	magenta
RPS2	grey	grey
ZNF224	blue	cyan
ECEL1	turquoise	turquoise
CBX3	brown	brown
OST4	blue	cyan
KHNYN	yellow	cyan
TMPRSS2	grey	grey
TKFC	midnightblue	midnightblue
PLLP	grey	grey
CNN3	turquoise	turquoise
CD2BP2	black	cyan
LEFTY1	grey	grey
FOLR2	magenta	magenta
SH2D4A	grey	grey
NR0B2	grey	grey
ARMCX4	turquoise	turquoise
LIN9	brown	brown
NDUFB11	grey	grey
ODC1	brown	brown
DOCK1	blue	cyan
NCF2	magenta	magenta
SLC38A1	blue	cyan
PTPRS	turquoise	turquoise
SOX7	purple	turquoise
GALK2	green	cyan
INTS10	green	cyan
DNAJC3	green	cyan
SLC52A2	midnightblue	midnightblue
PTGR2	green	cyan
CHRNB1	grey	grey
MGAT3	grey	grey
NBAS	yellow	cyan
GLOD4	brown	brown
ATP2B1	blue	cyan
TOX2	red	magenta
SLC22A18AS	grey	grey
BAG3	turquoise	turquoise
KRBOX4	blue	cyan
MICAL1	yellow	cyan
ESRP1	brown	brown
EHD2	turquoise	turquoise
SNX21	turquoise	turquoise
ATP13A3	green	cyan
CHD9	blue	cyan
H3F3C	grey	grey
CDAN1	black	cyan
ATP6V1E2	grey	grey
EDN3	grey	grey
NCOA4	blue	cyan
SEM1	turquoise	turquoise
TMC5	grey	grey
PRSS21	grey	grey
COG3	green	cyan
GASK1A	turquoise	turquoise
PDIA4	brown	brown
BCAS4	grey	grey
PDE2A	turquoise	turquoise
MLLT1	black	cyan
NOTCH1	yellow	cyan
SHLD3	salmon	cyan
ABTB2	yellow	cyan
GRP	turquoise	turquoise
FGF18	grey	grey
MYOM1	turquoise	turquoise
CTNNBL1	greenyellow	greenyellow
VAV3	grey	grey
PUM1	blue	cyan
YBEY	grey	grey
ADGRG3	magenta	magenta
KLHDC3	yellow	cyan
FBXW11	salmon	cyan
GM2A	magenta	magenta
FERMT2	turquoise	turquoise
MVB12B	yellow	cyan
JAM3	turquoise	turquoise
FADS2	pink	turquoise
CNGA1	grey	grey
ZNF790	turquoise	turquoise
PPP1R12B	turquoise	turquoise
ITGA4	red	magenta
USP36	black	cyan
RBM47	turquoise	turquoise
COL1A1	pink	turquoise
FKBP3	green	cyan
PLCB2	red	magenta
CACUL1	green	cyan
STAG3	blue	cyan
RIOX2	green	cyan
DCDC2	grey	grey
TEX2	yellow	cyan
YPEL2	blue	cyan
REG3A	grey	grey
SNRPF	turquoise	turquoise
FCN1	magenta	magenta
TENT5A	grey	grey
LDHB	grey	grey
SIGLEC14	magenta	magenta
AP1S2	turquoise	turquoise
CYP2J2	grey	grey
NR1H3	magenta	magenta
MARF1	blue	cyan
OMD	turquoise	turquoise
ZNF669	blue	cyan
CENPM	brown	brown
CHP1	green	cyan
NUP62CL	brown	brown
WDR4	brown	brown
MICU1	yellow	cyan
SLC35G1	green	cyan
IL1R2	grey	grey
RETREG1	grey	grey
EPAS1	purple	turquoise
IER3IP1	grey	grey
TMEM254	green	cyan
CACNA1A	grey	grey
NBPF11	blue	cyan
SPAG5	brown	brown
TOMM70	green	cyan
LAMA5	yellow	cyan
PPP6R2	black	cyan
ARL14	grey	grey
IVNS1ABP	green	cyan
KCTD9	green	cyan
GRK3	red	magenta
ZBTB5	blue	cyan
ITPRIPL2	yellow	cyan
RGS9	turquoise	turquoise
RCN1	grey	grey
PCDHB6	grey	grey
CACNA1C	turquoise	turquoise
LRIG2	blue	cyan
AGAP9	tan	tan
ATXN1L	yellow	cyan
BMPR1B	turquoise	turquoise
SPATA2L	black	cyan
GNAI2	pink	turquoise
KANSL1	blue	cyan
KIF22	brown	brown
HR	grey	grey
WDR26	blue	cyan
ANKRD29	turquoise	turquoise
RTN4IP1	brown	brown
TTLL11	turquoise	turquoise
KIZ	blue	cyan
GRK2	yellow	cyan
GATD1	black	cyan
MEPCE	black	cyan
TMEM156	red	magenta
GSK3A	cyan	cyan
YIPF5	salmon	cyan
MEX3A	greenyellow	greenyellow
BBS12	blue	cyan
CUL4A	green	cyan
DDX1	green	cyan
SESN1	grey	grey
PHETA1	midnightblue	midnightblue
TMSB10	grey	grey
TMEM39A	green	cyan
RBBP7	brown	brown
LILRB4	magenta	magenta
TPSB2	turquoise	turquoise
ZNF609	yellow	cyan
FA2H	grey	grey
FGD6	blue	cyan
DIO2	turquoise	turquoise
SELENOO	black	cyan
S1PR4	red	magenta
FAM86B1	grey	grey
ADAMDEC1	magenta	magenta
RNF187	black	cyan
FOXJ1	grey	grey
CCK	grey	grey
ZDHHC3	yellow	cyan
PHF2	yellow	cyan
ERCC6L	brown	brown
TOX	turquoise	turquoise
ZDHHC11B	grey	grey
RAB31	pink	turquoise
NDUFV2	grey	grey
CNOT3	cyan	cyan
ANXA5	pink	turquoise
ID1	grey	grey
CNFN	grey	grey
TFAM	green	cyan
CPM	purple	turquoise
LSM5	brown	brown
ACO1	yellow	cyan
RPS27	grey	grey
ZNF844	turquoise	turquoise
TIGIT	red	magenta
ENOPH1	brown	brown
S100A1	grey	grey
PKIG	turquoise	turquoise
PPP1R15B	green	cyan
NUGGC	red	magenta
TCP1	brown	brown
FBXO5	brown	brown
AP1M1	pink	turquoise
CBR4	blue	cyan
ZNF611	blue	cyan
IQCG	blue	cyan
PSEN2	black	cyan
LIX1L	turquoise	turquoise
CYP2B6	grey	grey
LMAN2	black	cyan
PLIN2	grey	grey
SYN1	turquoise	turquoise
ATG5	brown	brown
CHD2	blue	cyan
DNAJC6	grey	grey
PDGFA	grey	grey
TSPAN6	grey	grey
HBB	grey	grey
TRMT2B	yellow	cyan
GPATCH4	brown	brown
ELOVL7	grey	grey
PIGN	green	cyan
AHNAK2	turquoise	turquoise
TM4SF18	purple	turquoise
ELK1	black	cyan
UNC13D	grey	grey
ADGRF5	purple	turquoise
RPS6	brown	brown
NADK	black	cyan
PYROXD1	salmon	cyan
TAF7	blue	cyan
CPA3	turquoise	turquoise
WDR1	yellow	cyan
CLPP	black	cyan
CA11	turquoise	turquoise
ZFP69B	green	cyan
CPAMD8	purple	turquoise
TRIM10	green	cyan
JADE1	blue	cyan
STK11	black	cyan
POU5F1	grey	grey
SLFN12L	red	magenta
CD274	red	magenta
RCSD1	red	magenta
GSTZ1	brown	brown
ETFA	green	cyan
SYNGR3	grey	grey
GINS4	brown	brown
MUC20	grey	grey
PCDHB9	turquoise	turquoise
ARMC1	brown	brown
ZNF484	blue	cyan
CCL26	grey	grey
XYLT1	yellow	cyan
CNOT7	green	cyan
CCR8	red	magenta
IGHMBP2	yellow	cyan
WBP2	black	cyan
TRAF3IP1	blue	cyan
TMEM139	grey	grey
EPPK1	yellow	cyan
TECPR2	turquoise	turquoise
CPSF2	green	cyan
POTEF	grey	grey
RNF130	magenta	magenta
CD101	red	magenta
SLC7A11	green	cyan
PSMA5	brown	brown
ELMOD2	green	cyan
CCN2	pink	turquoise
MTOR	yellow	cyan
EWSR1	brown	brown
EEF2	black	cyan
MAPK9	salmon	cyan
HIST1H4J	grey	grey
BBS9	blue	cyan
FNDC11	grey	grey
FRAT2	brown	brown
CAMSAP3	brown	brown
PCNA	brown	brown
GUCD1	black	cyan
HUNK	grey	grey
PYGO1	turquoise	turquoise
CBFA2T3	red	magenta
ZNF600	green	cyan
HIST1H2AI	brown	brown
PHLDB1	pink	turquoise
RNF186	grey	grey
MDFI	grey	grey
SDK1	purple	turquoise
VSNL1	grey	grey
KBTBD7	grey	grey
CCDC28B	grey	grey
SMPD2	brown	brown
MARCO	magenta	magenta
LTBP3	turquoise	turquoise
SUPT20H	blue	cyan
IKZF1	red	magenta
ALDOC	grey	grey
C2orf74	turquoise	turquoise
MIA	grey	grey
METTL17	green	cyan
CLCC1	blue	cyan
BZW1	green	cyan
ITPKB	turquoise	turquoise
HOXA9	grey	grey
ARHGAP28	turquoise	turquoise
PCDHB15	turquoise	turquoise
APOBEC3B	brown	brown
LRRC46	greenyellow	greenyellow
PPP1R3B	yellow	cyan
SYNJ2BP	blue	cyan
CCDC138	brown	brown
PSAPL1	grey	grey
TMEM109	yellow	cyan
TEAD1	turquoise	turquoise
NMUR2	grey	grey
SRPX	turquoise	turquoise
C1orf159	brown	brown
HS1BP3	yellow	cyan
SIK2	yellow	cyan
LEF1	pink	turquoise
MDGA1	turquoise	turquoise
MAST2	yellow	cyan
GTF2IRD1	yellow	cyan
SHARPIN	midnightblue	midnightblue
HNRNPU	green	cyan
ZFAND1	brown	brown
RBMXL1	blue	cyan
MCM4	brown	brown
PHACTR1	turquoise	turquoise
PRIM2	brown	brown
SLC10A5	blue	cyan
STARD7	brown	brown
IHH	grey	grey
CSK	black	cyan
TBL1XR1	green	cyan
MLLT11	turquoise	turquoise
KIDINS220	blue	cyan
GPR63	turquoise	turquoise
KPNA5	blue	cyan
CEP89	yellow	cyan
ITGA1	turquoise	turquoise
FAM149A	turquoise	turquoise
NOP56	greenyellow	greenyellow
BBS5	turquoise	turquoise
TPP2	green	cyan
AP2A2	black	cyan
ZNF569	turquoise	turquoise
PCED1A	greenyellow	greenyellow
PER3	blue	cyan
PRAF2	turquoise	turquoise
CASTOR2	yellow	cyan
KIF15	brown	brown
ZNF254	grey	grey
BOC	turquoise	turquoise
TMEM120A	grey	grey
CEP85	brown	brown
DEF6	red	magenta
ZNF567	blue	cyan
TMEM92	grey	grey
GNG8	turquoise	turquoise
MAATS1	grey	grey
VAMP1	red	magenta
TAP1	lightcyan	lightcyan
BMP6	purple	turquoise
CDCP1	green	cyan
ARMCX5	green	cyan
ADGRE1	magenta	magenta
SIAE	grey	grey
PLEKHM1	yellow	cyan
PSORS1C1	grey	grey
CST1	grey	grey
ARHGAP30	red	magenta
ARHGEF37	turquoise	turquoise
TPGS1	pink	turquoise
HSPB1	grey	grey
SCUBE1	turquoise	turquoise
C12orf10	black	cyan
ZNF544	blue	cyan
TRIM29	grey	grey
TEK	purple	turquoise
COL7A1	pink	turquoise
LGMN	magenta	magenta
ZFY	grey	grey
TMOD2	turquoise	turquoise
BLOC1S6	blue	cyan
NEK6	yellow	cyan
PIK3C2G	grey	grey
L2HGDH	green	cyan
SULT1C4	turquoise	turquoise
USP35	yellow	cyan
TNRC6C	turquoise	turquoise
SIKE1	blue	cyan
PRRG4	grey	grey
IFI27L2	grey	grey
TMEM201	brown	brown
GCKR	grey	grey
HSPA14	brown	brown
FOXO3	blue	cyan
MRPS18B	brown	brown
ZNF75D	blue	cyan
RPS26	grey	grey
MTR	blue	cyan
SNX30	blue	cyan
SLC7A5	brown	brown
CD2AP	green	cyan
POLI	blue	cyan
SLC35A4	yellow	cyan
CAST	salmon	cyan
LSM1	blue	cyan
TAGLN	turquoise	turquoise
PUDP	grey	grey
SAFB	black	cyan
HLA-DRB5	magenta	magenta
KIAA0556	yellow	cyan
C9orf40	brown	brown
ZNF771	grey	grey
DOCK11	turquoise	turquoise
SLC7A9	grey	grey
CD37	red	magenta
C15orf41	blue	cyan
B4GALT3	brown	brown
EVI5L	yellow	cyan
GIGYF2	blue	cyan
CR1	red	magenta
RRP1B	black	cyan
YARS	brown	brown
SV2A	turquoise	turquoise
HIST1H2AM	brown	brown
ERMARD	tan	tan
CPNE3	brown	brown
ZNF683	red	magenta
PRC1	brown	brown
HOXD9	grey	grey
CTDP1	yellow	cyan
ANKRD44	red	magenta
FASTKD1	tan	tan
C1QTNF1	turquoise	turquoise
SLC29A2	brown	brown
SMPD1	pink	turquoise
C11orf54	blue	cyan
APLP2	yellow	cyan
ME2	green	cyan
TLNRD1	black	cyan
MUC6	grey	grey
GIMAP1	red	magenta
